x,y,ux,uy
0.0,0.02,1.0132344306460063e-05,-1.8671562203939185e-06
0.0002498743893217005,0.01953476882059199,1.0264790036804215e-05,-1.7818548005477728e-06
0.00026786230785849977,0.01901503000400167,1.0266966050323563e-05,-1.681302037061776e-06
0.0005000000000020613,0.02,1.0413727082813805e-05,-1.8764890574929968e-06
0.000313191584515371,0.018542496409101078,1.0286606168945569e-05,-1.5905068964136815e-06
0.0006334967474381503,0.019199348995651167,1.0476244174740046e-05,-1.723792254937657e-06
0.0007960110904426491,0.019566243865235325,1.0573216135358089e-05,-1.7977002794362986e-06
4.3865398300785285e-06,0.01677502203737436,1.0098713879408226e-05,-1.2439853435620324e-06
0.0007174731793761803,0.018802308188542262,1.0518482806004608e-05,-1.6483148950797362e-06
0.0003494408091357405,0.018048343041908266,1.0302041313333304e-05,-1.4955240230230036e-06
0.0010000000000041295,0.02,1.0694681200080247e-05,-1.884856502322256e-06
0.00038371821306475845,0.01755071854933181,1.0317507087590557e-05,-1.4001313673449249e-06
3.868400676183131e-05,0.016278043883434075,1.0116964965480257e-05,-1.150177214920922e-06
7.295796189519047e-05,0.015781393275796585,1.0135930850707575e-05,-1.0569999790325814e-06
0.0004179864561643411,0.017053272738169624,1.0334039144240327e-05,-1.3051658609854837e-06
0.0007631228902181611,0.018327273146645832,1.0538997553254744e-05,-1.557075250704434e-06
0.0010939972025761392,0.01912424708233802,1.073506757117044e-05,-1.7169743214619751e-06
0.0012559333795990682,0.019570905187774792,1.0832221176729049e-05,-1.8058784324092724e-06
0.0001071531344099888,0.01528496178488017,1.015540571179244e-05,-9.64416288790478e-07
0.00045212484908567843,0.01655612687820071,1.0351426660807748e-05,-1.2107111665725125e-06
0.0011761198020011701,0.018604260269243042,1.0775381655369596e-05,-1.6175396259243624e-06
0.0007975008634344694,0.01782936802572206,1.0553947828118235e-05,-1.4613779613357313e-06
0.0015000000000061908,0.02,1.097534341647783e-05,-1.8922853970392747e-06
0.0008318679327110785,0.017331639459823432,1.056990304523346e-05,-1.3659924785426762e-06
0.0001413516819086108,0.014788592324411235,1.0175279009422335e-05,-8.723649356892983e-07
0.0001754994763802989,0.01429231439011288,1.0195381611804478e-05,-7.808055995227986e-07
0.00048606427940975014,0.016059164012312662,1.0369475591262634e-05,-1.1167753948929177e-06
0.0005199175605732909,0.015562742604041356,1.0388096602393146e-05,-1.0234348209606509e-06
0.0008659233891281301,0.01683423192799735,1.0586587586818733e-05,-1.2710140574362813e-06
0.0012114286328958196,0.018108177780099335,1.0790509881014883e-05,-1.522075753326756e-06
0.0015278921329580399,0.01926442909905207,1.098135918388816e-05,-1.7505734196919883e-06
0.0015789462191694893,0.018860848275180163,1.1005537504667332e-05,-1.6732274513184531e-06
0.0017509888966064785,0.0195923181371468,1.1110875304651431e-05,-1.8170469074914739e-06
0.0002102744153917903,0.013796981336045056,1.021597574059209e-05,-6.898481365074283e-07
1.77117598087681e-05,0.010532524299371281,1.011456266699776e-05,-9.573028840027688e-08
0.0005540661241204108,0.01506641934730011,1.0407359348792185e-05,-9.305970688893349e-07
0.0008997044232199602,0.016337026669916207,1.0603901888566628e-05,-1.176468898519211e-06
0.0016256847382473093,0.01838691619821008,1.102713092249029e-05,-1.5821548800694748e-06
0.0012457217958849395,0.017610274502098264,1.0805949055663509e-05,-1.4264081370902308e-06
0.002000000000008259,0.02,1.1255748368316986e-05,-1.898901340228804e-06
0.0012799746847588882,0.01711250025808594,1.082221884632344e-05,-1.3310138646263128e-06
0.00025316104838635917,0.013295395362637769,1.0241164002070143e-05,-5.9819554877399e-07
0.0002960910443408904,0.012789586259837827,1.0266335705699922e-05,-5.06052524430292e-07
5.1667595961139845e-05,0.010038801400149564,1.013363756711601e-05,-6.966783815034691e-09
0.0005881833726332601,0.01457013899331408,1.0426947475451306e-05,-8.382178318468709e-07
0.0006239874266410206,0.014074162434203334,1.0447710793154271e-05,-7.463266435050716e-07
0.0009328108173924307,0.015840353765335546,1.0621492915234192e-05,-1.0824384084289241e-06
0.0009669028116041194,0.015344258637388792,1.0640170308860754e-05,-9.889596038067475e-07
0.0013142716897300392,0.01661481627889118,1.0839279045999248e-05,-1.2359467131722986e-06
0.0016596970078336104,0.017888937695457862,1.1042099055738603e-05,-1.4863177202779166e-06
0.00201537923274258,0.019171055421445947,1.1254740716847982e-05,-1.739058738695524e-06
0.002040642102490598,0.018653989645806723,1.1263771191057727e-05,-1.6393517543716476e-06
0.0022501648161093596,0.019608678357857824,1.1391532056306595e-05,-1.8264311793725553e-06
0.0006602715376854695,0.013578193703622352,1.0468865031858554e-05,-6.547998590880918e-07
0.000332275441721451,0.012291227356483903,1.0287600594525837e-05,-4.154329809225341e-07
0.00036570869526415806,0.011795825443576826,1.030716066659355e-05,-3.2550354259184885e-07
0.00039796726999838036,0.011301456837683643,1.0325871424943558e-05,-2.3586743006649593e-07
0.0004296390478345895,0.010808388034836622,1.0344037062238357e-05,-1.4651825035549679e-07
0.0004632419060468483,0.010315035369872272,1.036305398179735e-05,-5.7112389128180236e-08
8.5233066757371e-05,0.009544333802243904,1.0152219961500706e-05,8.204636251495786e-08
0.0010010900829391794,0.014847926356176922,1.0659308813929407e-05,-8.958509276562175e-07
0.0013474087252549581,0.016118091246297216,1.0856351728002357e-05,-1.1413937968244262e-06
0.002070009777868049,0.01816776318129478,1.1276078111343626e-05,-1.5456660260518034e-06
0.0016934813965990211,0.017391044309149836,1.1057713348562331e-05,-1.3906506756930885e-06
0.0025000000000103308,0.02,1.1535987587231083e-05,-1.9047116718271015e-06
0.0017275458973304708,0.016893301370294312,1.1074208317659871e-05,-1.2952396880966465e-06
0.0007020720460006805,0.013077387087354725,1.049315883714709e-05,-5.627384248916314e-07
0.0007430727882544903,0.012570127484126807,1.0516979165223474e-05,-4.6972336787025995e-07
0.0004969212485349296,0.009820148430228706,1.0381884866453853e-05,3.264614896652212e-08
0.00011773938573559836,0.009047212198630687,1.016995118346447e-05,1.7171163528533752e-07
0.0010377961425087588,0.014351989080849444,1.0680162697485126e-05,-8.0323443683166e-07
0.0010778090911544892,0.013856595690559841,1.0703070392054438e-05,-7.11103459064477e-07
0.0013807990839969086,0.015621853681755546,1.0874126089862333e-05,-1.047304226518601e-06
0.0014140872582266185,0.015125531979230307,1.0892294990708303e-05,-9.535653302482721e-07
0.0017620803736097986,0.016395971681274872,1.1091619118975941e-05,-1.2001851756567915e-06
0.0021041447170382296,0.017669763492808473,1.12916336315611e-05,-1.4498306644925583e-06
0.002500000000010539,0.019306321303270896,1.1528749830405558e-05,-1.7708834855969863e-06
0.002486912594805289,0.01890941743611983,1.15176001519475e-05,-1.694052060358504e-06
0.0024822992848444712,0.01844879124177525,1.1510968104123854e-05,-1.6049168253139428e-06
0.0027500000000115384,0.01960322916446902,1.1672081871779204e-05,-1.8308809535547746e-06
0.0011119722729233603,0.013359900160033283,1.072279939497195e-05,-6.189685623220705e-07
0.0007777231712536893,0.01207250779748005,1.0537132219388356e-05,-3.786207690652867e-07
0.0008109591137415509,0.011577372111130826,1.0556361685750684e-05,-2.881018122941277e-07
0.0008425474094145499,0.011084760083717497,1.0574510476389193e-05,-1.981183074550263e-07
0.0008753017372298798,0.01059169782669023,1.059313714973455e-05,-1.0808212495968235e-07
0.0009092284348001696,0.010097465128427935,1.0612237925120753e-05,-1.779848800898911e-08
0.0005296694427196005,0.009323352530825791,1.0399974718634302e-05,1.2288324771881103e-07
0.00015159084019183977,0.008553336345382283,1.018820284508158e-05,2.610343009899003e-07
0.0001858316344770794,0.008059421833860806,1.0206483173499817e-05,3.5066624492986434e-07
0.00022122560585020878,0.007565160781609147,1.0225268116871147e-05,4.4073109598799395e-07
0.0014508850547881105,0.014629155070725298,1.0912793641627867e-05,-8.602143419470636e-07
0.0017946844401204587,0.01589949043524201,1.1108505395508598e-05,-1.105569667133101e-06
0.002516617644208779,0.017950696908391003,1.1526502914523619e-05,-1.5089825570019628e-06
0.0021392035238667305,0.01717224204485033,1.1308371980566593e-05,-1.3542410513758108e-06
0.0029472224134652406,0.019164803742609104,1.1778852750667615e-05,-1.7482337212337568e-06
0.0030000000000123886,0.02,1.1816100947345555e-05,-1.9098224805604323e-06
0.0021742917115200495,0.01667473059295576,1.1325738621492635e-05,-1.25884981467564e-06
0.0011487741840489202,0.012858350650809092,1.074405630061147e-05,-5.262170047997877e-07
0.0011858711573265804,0.012355671811933864,1.0765461982598406e-05,-4.334690850270947e-07
0.0009425486688732498,0.009601104933010553,1.0630818832887755e-05,7.296718798051235e-08
0.0005634590247605986,0.008827794567464662,1.0418447992381342e-05,2.1308919889954284e-07
0.00025510578238389925,0.007069932104810613,1.0243128317470327e-05,5.313763764304083e-07
0.0014887351154181279,0.01413326656785832,1.0934139325370689e-05,-7.672943557166347e-07
0.0015263587660332908,0.01363794848018734,1.0955529027240991e-05,-6.747695360105874e-07
0.0018280530163790089,0.015403127628231785,1.1126299555867565e-05,-1.011302210647866e-06
0.0018629833023206498,0.014906616957970954,1.1145361215705565e-05,-9.173410441771369e-07
0.002208282679897748,0.016177279210176063,1.1343036142689701e-05,-1.1636922044085247e-06
0.0025512181500715707,0.01745293617505173,1.1542772961342675e-05,-1.4131858751027512e-06
0.002904065535492918,0.01870665478284752,1.175070758026409e-05,-1.6592382011283728e-06
0.002930047748681549,0.018230923251137614,1.1761715885037483e-05,-1.5675145922147474e-06
0.003249994367741659,0.019580559656984867,1.1952484414986399e-05,-1.8312818617533256e-06
0.0015600149839181884,0.01314014187932189,1.0974788893260584e-05,-5.820014708618119e-07
0.0012209510039364081,0.011856804100922949,1.0785659810544772e-05,-3.415692183921035e-07
0.001255292723658999,0.011361974959917798,1.080533811883323e-05,-2.5051354540913913e-07
0.0012877800005292213,0.010869026153339054,1.0823851337535385e-05,-1.5984915767244691e-07
0.0013213773033478593,0.010374484140339445,1.0842850494391733e-05,-6.889277980484843e-08
0.001355235557184021,0.009878889612178823,1.0861854722399985e-05,2.2313441070829336e-08
0.0009758072608865298,0.00910469843297157,1.064919860736499e-05,1.6388897627496326e-07
0.0005970710541537312,0.008332486832127933,1.0436653661909158e-05,3.0349965757777754e-07
0.0006322298243226811,0.007839267967914338,1.045560394707554e-05,3.938434594242127e-07
0.0006658366867130679,0.007344133662487725,1.0473610167659177e-05,4.848863921857659e-07
0.00028895823725507905,0.0065741248622470435,1.0260970367640116e-05,6.225911176073399e-07
0.0018995649539892794,0.014411251023199716,1.1165656215001326e-05,-8.239158018161695e-07
0.002241757665949331,0.015680812908373948,1.1360525171336397e-05,-1.068977648730692e-06
0.002964193237822481,0.017733016078262897,1.1777632909996552e-05,-1.4715960197261117e-06
0.002586130707260711,0.01695551217778235,1.1559780003918431e-05,-1.3175843773481825e-06
0.00324108266721123,0.018867206456753115,1.1941672388730079e-05,-1.693460244281237e-06
0.0035000000000144707,0.02,1.209616078105165e-05,-1.914241190169333e-06
0.0026208477002562687,0.01645680214476638,1.157719166809494e-05,-1.2219040092886048e-06
0.0015942768652498704,0.012637863646946183,1.099443598830817e-05,-4.886258189436558e-07
0.001630428931216111,0.0121383771913181,1.1015133184162851e-05,-3.959575886784883e-07
0.0013884300691142382,0.009382075463430492,1.088035272154158e-05,1.1385244246288144e-07
0.0010093900847068411,0.008608395441590554,1.0667615875093333e-05,2.549958582955991e-07
0.0006991387988564482,0.0068486315992944465,1.0491435329942742e-05,5.76400607923373e-07
0.0003169769110943285,0.006079149881264047,1.0275622510546977e-05,7.141047860592292e-07
0.0003167178039830895,0.005587149214828462,1.027457283820586e-05,8.051980465000122e-07
1.3440736739284143e-06,0.00382572692911559,1.0095848343090464e-05,1.1298978319835023e-06
0.0019375815208256889,0.013915349618918774,1.11869817433406e-05,-7.306794553186891e-07
0.0019736572302082103,0.013419589503380198,1.12073654306551e-05,-6.376993986219789e-07
0.002275305173042641,0.015184517677271593,1.1378460740129466e-05,-9.745675970675342e-07
0.0023108649200284,0.014688215058056333,1.1397863509041275e-05,-8.8044554086749e-07
0.00265491509389686,0.015959018400979904,1.1594709657376774e-05,-1.1265989679622276e-06
0.002998722872896511,0.017234957656256197,1.1794258065152992e-05,-1.375715144627812e-06
0.0034985017289835205,0.019180237397818496,1.2088784417749216e-05,-1.7561770969729117e-06
0.003332443543658678,0.018474582587558065,1.1990197847062406e-05,-1.6184040549914772e-06
0.003378195006774068,0.018010609453438686,1.2012890829872267e-05,-1.5291034813607544e-06
0.003749991552263271,0.01957224359970025,1.2232925458193275e-05,-1.8338155307592282e-06
0.00200732564308893,0.012921614109295983,1.1226488258865444e-05,-5.445023594128455e-07
0.0016659175858034503,0.0116416511764388,1.1035406119596176e-05,-3.0392039962791516e-07
0.001699930848000998,0.01114715366045922,1.1054772444860924e-05,-2.1236364539434716e-07
0.0017336681516554493,0.010651908062864259,1.107388972999123e-05,-1.2069344038511434e-07
0.0017677135106238494,0.01015600437070377,1.109307712662574e-05,-2.8877795945341894e-08
0.0018015799243561482,0.009659681336079206,1.1112061692433568e-05,6.308907334954987e-08
0.001422128969527689,0.008885739539251399,1.0899015170381983e-05,2.054637636875298e-07
0.0010430235422425813,0.0081123244071204,1.0685952081925168e-05,3.463165204606139e-07
0.001077968052264698,0.007618978589564835,1.0704959886555523e-05,4.3744958510949613e-07
0.0011110046889204507,0.00712303450510146,1.072288344600001e-05,5.293999406805881e-07
0.0007301682750647104,0.0063548416790913265,1.0508054448439531e-05,6.680261614277604e-07
0.00034663269198650926,0.005094632487946325,1.0290733508335903e-05,8.973682692439592e-07
0.00038071896398864796,0.004599141702528968,1.0309655187864534e-05,9.907689618833667e-07
0.00041441902857095037,0.0041031303126436505,1.0328907677366198e-05,1.084889300978486e-06
3.4953942736958704e-05,0.00332878876620269,1.0115844637182079e-05,1.2248999426638558e-06
0.0023481989847308204,0.014191980806099319,1.141852717149655e-05,-7.866080404599134e-07
0.0026886276967609986,0.015462532820771537,1.1612440071740047e-05,-1.0317627300500098e-06
0.00341261667106791,0.01751361543758449,1.202939193912593e-05,-1.4333273167587824e-06
