x,y,ux,uy
45.7043161,18.3533658,0.04473672,-0.001958434
45.1496873,14.1517123,0.046172936,-0.001226369
42.0984406,2.2842067,0.041569041,0.00320065
41.40625,0,0.037003203,0.009401132
45.3354623,13.6085701,0.046610392,-0.001146626
43.2119431,4.82632471,0.043253656,0.00250098
44.8470804,10.9423177,0.047884354,7.10241E-05
42.6894905,3.08598171,0.042358595,0.003087696
46.0615787,17.4797516,0.044739377,-0.002229882
43.0606099,3.92552975,0.043124031,0.002310301
43.8811237,6.27512627,0.044841409,0.001426865
45.4873245,13.0194813,0.046919196,-0.00076803
44.90625,10,0.04773392,5.90455E-05
42.3812534,1.52783012,0.042118978,0.003759663
45.986517,15.5177669,0.045666671,-0.001336104
46.1917682,16.5451121,0.04555306,-0.001700373
44.8471522,9.05724239,0.047841704,0.000244566
44.3414682,7.05894985,0.045823129,0.001022491
45.6090271,12.3998914,0.047394952,-0.0002214
44.6617528,8.0330973,0.046876569,0.000120306
43.8474949,4.97779644,0.044133455,0.001442556
45.7009274,11.7700785,0.047702615,-0.001282348
46.8113527,18.303545,0.045492588,-0.00201581
42.6256723,0.767145831,0.041708561,0.003815616
46.3152699,14.2432127,0.045783056,-0.000386835
45.7640923,11.1497014,0.04781694,0.000183264
47.03125,20,0.044919629,-0.00192743
43.5778669,3.15224094,0.043177832,0.001993681
45.8009667,10.5511526,0.048066351,-0.000391748
44.4325547,5.16307463,0.044903275,0.001060301
45.8125,10,0.048176029,5.80654E-05
47.0392136,16.4142136,0.045669535,-0.001608037
42.8125,0,0.035021446,0.010145722
45.800992,9.44869237,0.047777687,-0.000783316
46.5440042,12.8328593,0.047388471,-0.000936629
43.5073868,1.55934857,0.042471974,0.002882708
45.7641744,8.84979591,0.047512616,-0.000319517
45.7010661,8.22907233,0.04782817,0.00087042
47.1701121,15.6448932,0.046035339,-0.001319987
44.9338203,5.37867966,0.045531959,0.000372298
47.5972979,19.1413008,0.045574577,-0.002174068
45.6091951,7.59908034,0.04668959,-0.00017817
44.5976189,4.15395427,0.044150716,0.001799057
45.149723,5.84806934,0.045786324,0.000438894
45.4874795,6.97957016,0.046375095,-0.000215739
45.3355654,6.39079864,0.04592371,-0.00011743
44.0951238,2.37895213,0.042551295,0.002327432
44.4588367,3.23638109,0.043494716,0.001989366
47.2879392,14.8611405,0.04659815,-0.000546248
46.676486,11.3873698,0.048107899,-0.000599089
47.3886189,14.0682117,0.047060157,-0.000814023
47.9506614,18.2532542,0.046151467,-0.001526302
46.71875,10,0.047726019,0.000133707
47.4727591,13.2653669,0.047180683,-0.000980871
48.0919102,17.3106602,0.04662665,-0.001283334
48.4375,20,0.045664707,-0.001712699
46.6765373,8.61231599,0.047381912,-0.000259195
47.5390183,12.4551155,0.047283253,-0.000712142
44.6101913,1.59975475,0.042635876,0.002591176
45.3298905,3.33706078,0.044061014,0.001417232
46.5441092,7.16649807,0.0466786,-5.35889E-05
47.5865706,11.6401806,0.047678616,-0.001004545
44.21875,0,0.034192969,0.008706874
48.2606085,15.4790682,0.047163337,-0.001306771
46.3153344,5.75639275,0.046123154,0.000273621
47.6155093,10.8196091,0.047801134,-0.000612263
45.986517,4.48223305,0.044816363,0.00067578
47.625,10,0.047774524,-0.000532786
48.401514,13.6978745,0.047424079,2.30884E-05
47.6155093,9.18039088,0.04690909,0.000189507
45.1208798,0.808740231,0.043152404,0.00280856
49.1446068,18.2071068,0.046535424,-0.00172127
47.5865706,8.35981936,0.047794571,-0.000370102
46.1917682,3.45488795,0.045560727,0.001557664
49.1905368,17.1380741,0.046809012,-0.001495499
45.7057303,1.64643747,0.044064681,0.001285583
48.4966551,11.8929915,0.04807158,-0.000394671
47.5390183,7.5448845,0.047375995,0.000125209
46.0621621,2.52016729,0.044091345,0.001523984
49.2404162,16.1137108,0.047496407,-0.001246777
47.4727591,6.73463314,0.047635648,-0.00014201
49.2899133,15.1169421,0.048480422,-0.000938419
49.84375,20,0.046234417,-0.00196215
47.3886189,5.9317883,0.046944321,-0.000333208
48.53125,10,0.048394004,-7.01395E-06
47.2879392,5.13885954,0.046691074,5.84683E-05
49.336491,14.1308423,0.04776196,-0.000746781
45.625,0,0.032583205,0.009180363
47.1701121,4.35510681,0.045995837,0.000749724
47.0392136,3.58578644,0.045150052,0.001089197
49.3771092,13.1401525,0.048186272,-0.000659746
50.1973034,19.1035534,0.046938766,-0.00122817
48.4966038,8.10732272,0.047706087,5.43622E-05
49.4090488,12.1306599,0.048003198,-0.000292633
50.2345005,16.7817831,0.047491728,-0.001459338
46.812286,1.69632512,0.044711048,0.001677326
49.4300519,11.0880656,0.048625326,-0.000642824
48.401409,6.30276821,0.047231455,-1.5154E-05
49.4375,10,0.048810555,-0.00020172
50.2839123,14.5647308,0.047856912,-0.000565151
48.2605441,4.52132632,0.046425731,0.000237982
49.4300266,8.91208939,0.048371584,-0.000515986
51.25,20,0.047805197,-0.001708136
50.3260607,12.3380435,0.048379105,-0.000742242
49.4089667,7.8698428,0.048194351,-0.000272357
51.25,18.75,0.04710386,-0.002011161
47.03125,0,0.036648228,0.008860591
51.25,17.5,0.047907386,-0.001556949
48.0919102,2.68933983,0.045683354,0.000990542
49.3769704,6.86069668,0.047546643,-0.000456906
47.5981145,0.858585583,0.044682635,0.001418784
51.25,16.25,0.048212653,-0.000977789
47.9509817,1.74670126,0.045377265,0.001217878
50.34375,10,0.048584091,-0.000555156
49.336323,5.87018593,0.047662546,-0.000171942
51.25,15,0.048342007,-0.00102624
51.25,13.75,0.048395601,-0.000503955
49.2897584,4.88400643,0.046633838,-0.000326684
51.25,12.5,0.049043874,-0.000939888
49.240313,3.88692044,0.047011532,0.00017492
50.3259889,7.66239632,0.047990822,-3.43445E-05
52.375,20,0.048710857,-0.00177465
51.25,11.25,0.049179447,-0.000574864
49.1905011,2.86214428,0.04669476,0.000383497
52.375,17.5,0.048812477,-0.001981305
51.25,10,0.048700089,1.76304E-05
48.4375,0,0.043244086,0.00109741
49.1446068,1.79289322,0.045703355,0.000661649
50.2837653,5.43616898,0.047751583,-1.36892E-05
52.375,15,0.048444307,-0.000673038
51.25,8.75,0.048678427,-0.000453986
51.25,7.5,0.048486341,-0.000578165
52.375,12.5,0.04898159,-0.000644956
50.2344103,3.21876922,0.047389005,0.000490648
53.5,20,0.049025145,-0.001483354
51.25,6.25,0.048210183,6.64579E-05
53.5,18.75,0.048637537,-0.001482799
53.5,17.5,0.049370082,-0.001755925
52.375,10,0.049125023,-0.000935701
51.25,5,0.048031338,0.000290616
53.5,16.25,0.049129764,-0.001147354
53.5,15,0.0490444,-0.000819099
49.84375,0,0.042858741,0.000429252
50.1973034,0.89644661,0.046946544,5.6576E-05
51.25,3.75,0.04831069,-0.000319937
53.5,13.75,0.049505695,-0.000940283
52.375,7.5,0.049137511,-0.000735487
53.5,12.5,0.049619478,-0.000460014
51.25,2.5,0.047192377,0.000207016
53.5,11.25,0.049695362,-0.000452939
54.625,20,0.048739047,-0.001981047
54.625,17.5,0.049614037,-0.00197152
53.5,10,0.050011533,-0.000757748
52.375,5,0.048179508,-0.000282502
51.25,1.25,0.047011468,0.000453186
53.5,8.75,0.049467767,-0.000740396
54.625,15,0.050226403,-0.001679371
51.25,0,0.048808566,0.002499357
53.5,7.5,0.049540627,-0.000659033
54.625,12.5,0.049824992,-0.000672312
52.375,2.5,0.048235913,6.38143E-05
53.5,6.25,0.049405354,-0.000250032
55.75,20,0.049456802,-0.001874732
55.75,18.75,0.049972296,-0.001651642
54.625,10,0.049585733,-0.000456082
55.75,17.5,0.050041084,-0.001336551
53.5,5,0.049396876,0.000104766
55.75,16.25,0.050427232,-0.001008133
55.75,15,0.050095115,-0.001273859
53.5,3.75,0.049156208,-0.000267228
52.375,0,0.047114588,0.001082646
55.75,13.75,0.050248346,-0.000997836
54.625,7.5,0.049779105,-0.000851668
55.75,12.5,0.050547778,-0.000764556
53.5,2.5,0.048874791,0.00024676
55.75,11.25,0.050065258,-0.000463584
56.875,20,0.051380259,-0.002301329
55.75,10,0.050121287,-0.000436581
56.875,17.5,0.050833337,-0.001448953
53.5,1.25,0.048752038,0.000261001
54.625,5,0.049887845,-0.000408501
55.75,8.75,0.050208024,-0.000725223
56.875,15,0.05099523,-0.001550979
53.5,0,0.043258325,0.001926922
55.75,7.5,0.050546351,-0.000530071
56.875,12.5,0.050591268,-0.001006632
54.625,2.5,0.049316545,0.000296994
55.75,6.25,0.050410717,-9.40844E-05
58,20,0.052830233,-0.002029878
58,18.75,0.051262919,-0.001650419
56.875,10,0.050836431,-0.000752817
55.75,5,0.050243252,-0.000111429
58,17.5,0.050928679,-0.001937981
58,16.25,0.051256008,-0.001282466
58,15,0.051296854,-0.001626314
55.75,3.75,0.04984485,-0.000269154
54.625,0,0.042756179,0.000991129
58,13.75,0.051390195,-0.001423009
56.875,7.5,0.050326695,-0.0005056
58,12.5,0.051424825,-0.001025712
55.75,2.5,0.050189233,0.000947323
58,11.25,0.051361929,-0.000550021
59.125,20,0.051801253,-0.001515985
55.75,1.25,0.049507321,0.0002503
58,10,0.051086802,-0.000637473
56.875,5,0.050524082,6.42742E-05
59.125,17.5,0.051642503,-0.001897628
58,8.75,0.050993017,-0.000363163
59.125,15,0.051731757,-0.000924904
55.75,0,0.047405867,-0.001086398
58,7.5,0.051045599,-0.0002219
56.875,2.5,0.050570193,0.000223321
59.125,12.5,0.051807509,-0.001103354
58,6.25,0.051384079,-0.000442698
60.25,20,0.052037788,-0.002544732
60.25,18.75,0.052507355,-0.001563542
58,5,0.051488101,1.19441E-05
59.125,10,0.05196982,-0.001027815
60.25,17.5,0.052380717,-0.001374118
60.25,16.25,0.052288294,-0.001309161
56.875,0,0.049259429,-0.000787194
58,3.75,0.051012954,-3.27929E-05
60.25,15,0.05258252,-0.001532993
60.25,13.75,0.05263966,-0.001410441
59.125,7.5,0.05198076,-0.000692675
58,2.5,0.050257787,0.000131072
60.25,12.5,0.052439507,-0.001156454
60.25,11.25,0.052245727,-0.000942802
61.375,20,0.053248686,-0.002218723
58,1.25,0.05102752,0.000670219
59.125,5,0.051299581,-0.000330538
60.25,10,0.05273786,-0.00088607
61.375,17.5,0.052279152,-0.002396552
60.25,8.75,0.052302726,-0.000463043
58,0,0.050559026,-0.00016584
61.375,15,0.052574435,-0.001365408
60.25,7.5,0.052139646,-0.000848026
59.125,2.5,0.051832516,0.000591768
61.375,12.5,0.053366544,-0.001215558
60.25,6.25,0.052264452,9.56029E-05
62.5,20,0.053203031,-0.001917031
60.25,5,0.052121175,-0.000483823
62.5,18.75,0.053228506,-0.001781876
61.375,10,0.052504668,-0.000955631
62.5,17.5,0.053591795,-0.001944781
62.5,16.25,0.053358778,-0.001493857
59.125,0,0.050987027,0.000962374
60.25,3.75,0.05177086,0.000179496
62.5,15,0.053291989,-0.001453245
61.375,7.5,0.052579345,-0.000638741
62.5,13.75,0.053066438,-0.001320755
60.25,2.5,0.051599895,-0.000901969
62.5,12.5,0.053082079,-0.0013335
62.5,11.25,0.053187284,-0.001371931
60.25,1.25,0.052137381,0.000126637
63.59375,20,0.054086493,-0.002626712
61.375,5,0.052991623,5.69952E-06
62.5,10,0.053521128,-0.000733533
63.59375,17.5,0.054005193,-0.001961813
60.25,0,0.051415028,0.002090588
62.5,8.75,0.053005661,-0.000756049
63.59375,15,0.053939353,-0.001172486
62.5,7.5,0.05350516,-0.000733867
61.375,2.5,0.0523333,-1.47613E-05
63.59375,12.5,0.0536456,-0.000991661
62.5,6.25,0.053280832,-0.000511058
64.6875,20,0.054084686,-0.00280492
62.5,5,0.053297356,-0.000160934
64.6875,18.75,0.054504489,-0.002216801
63.59375,10,0.053822238,-0.001204526
64.6875,17.5,0.054758002,-0.001908365
61.375,0,0.05184303,0.003218803
64.6875,16.25,0.05423731,-0.001596172
62.5,3.75,0.053191218,-0.000145102
64.6875,15,0.054272564,-0.001549669
63.59375,7.5,0.054061877,-0.000737574
64.6875,13.75,0.054216905,-0.001574235
62.5,2.5,0.053256703,-0.000142277
64.6875,12.5,0.054328261,-0.00168067
64.6875,11.25,0.054272413,-0.001057363
62.5,1.25,0.053263667,0.000111385
65.78125,20,0.054576602,-0.002479212
63.59375,5,0.053517172,-0.000270293
64.6875,10,0.054449621,-0.000880335
65.78125,17.5,0.055147775,-0.001905212
62.5,0,0.052271031,0.004347017
64.6875,8.75,0.054183554,-0.001255071
65.78125,15,0.054975641,-0.001667463
64.6875,7.5,0.054483057,-0.000563159
63.59375,2.5,0.053551984,0.000481308
65.78125,12.5,0.054972367,-0.000962936
64.6875,6.25,0.053986068,-0.000678874
64.6875,5,0.054000545,-0.00021534
66.875,20,0.055764295,-0.002548429
65.78125,10,0.054935622,-0.000551232
66.875,18.75,0.055704869,-0.002002211
66.875,17.5,0.055332511,-0.001723274
63.59375,0,0.052687144,0.005443892
64.6875,3.75,0.054636673,0.000409507
66.875,16.25,0.055381088,-0.001733506
66.875,15,0.055182844,-0.00158209
65.78125,7.5,0.05486147,-0.000890885
66.875,13.75,0.055181181,-0.001566851
64.6875,2.5,0.05421612,0.000157346
66.875,12.5,0.055094478,-0.001290826
64.6875,1.25,0.054326391,-0.000150794
66.875,11.25,0.05481863,-0.001484942
65.78125,5,0.05525738,-0.000566809
67.96875,20,0.055585655,-0.00247105
66.875,10,0.055169626,-0.001118317
67.96875,17.5,0.055988072,-0.001740839
64.6875,0,0.052736291,0.00581063
66.875,8.75,0.055046906,-0.001254228
67.96875,15,0.055964867,-0.001866522
66.875,7.5,0.054991008,-0.000663108
65.78125,2.5,0.05444589,-0.000346603
67.96875,12.5,0.055700386,-0.001263316
66.875,6.25,0.055071887,-4.77971E-05
66.875,5,0.055259412,-0.000640122
69.0625,20,0.056858507,-0.002853403
67.96875,10,0.055701888,-0.000969452
69.0625,18.75,0.056665379,-0.002168338
65.78125,0,0.048982169,-0.001389836
69.0625,17.5,0.0562097,-0.00191059
66.875,3.75,0.055486474,-6.43168E-06
69.0625,16.25,0.056481216,-0.002167698
69.0625,15,0.056507682,-0.00184232
67.96875,7.5,0.055712852,-0.000513182
66.875,2.5,0.05544186,-0.000413788
69.0625,13.75,0.056637798,-0.001934642
69.0625,12.5,0.05639956,-0.001311122
66.875,1.25,0.055190586,0.00021258
69.0625,11.25,0.056321173,-0.001256916
67.96875,5,0.055772104,-0.000243475
70.15625,20,0.056943537,-0.00249207
69.0625,10,0.056495381,-0.000902269
66.875,0,0.049000034,-0.002320543
70.15625,17.5,0.056750018,-0.002533424
69.0625,8.75,0.056170713,-0.001145936
70.15625,15,0.057388423,-0.001736657
69.0625,7.5,0.056744954,-0.000651437
67.96875,2.5,0.056191123,-0.000367313
69.0625,6.25,0.05601035,-0.000503239
70.15625,12.5,0.056986165,-0.001396477
69.0625,5,0.056001036,-0.000668929
71.25,20,0.05732597,-0.002224383
70.15625,10,0.056691344,-0.001275269
67.96875,0,0.049408709,-0.002601344
71.25,18.75,0.057010384,-0.002149367
71.25,17.5,0.057130857,-0.002629221
69.0625,3.75,0.056868631,-0.000344406
71.25,16.25,0.057606876,-0.002149052
71.25,15,0.057422735,-0.001733828
70.15625,7.5,0.057240317,-0.001342841
69.0625,2.5,0.056787288,0.000408731
71.25,13.75,0.057216739,-0.001878776
71.25,12.5,0.057644197,-0.001333071
69.0625,1.25,0.056159282,-0.000143545
71.25,11.25,0.057354746,-0.001101184
70.15625,5,0.056729323,-0.000485054
71.25,10,0.058288385,-0.001764058
72.34375,20,0.057623924,-0.002173327
69.0625,0,0.049814878,-0.002885988
72.34375,17.5,0.058304604,-0.002617609
71.25,8.75,0.057800228,-0.001041861
72.34375,15,0.057994158,-0.001910201
71.25,7.5,0.057443795,-0.001099238
70.15625,2.5,0.056986569,4.98628E-05
71.25,6.25,0.057143651,-0.000648907
72.34375,12.5,0.058138397,-0.001485332
71.25,5,0.057397202,-0.000642657
72.34375,10,0.057714832,-0.001197483
70.15625,0,0.050218543,-0.003174474
73.4375,20,0.058539289,-0.002739505
73.4375,18.75,0.058387485,-0.002546775
71.25,3.75,0.057475416,-0.000458989
73.4375,17.5,0.058511094,-0.002752181
73.4375,16.25,0.058110078,-0.002008032
73.4375,15,0.05870903,-0.002674761
71.25,2.5,0.057540808,-0.000755177
72.34375,7.5,0.058004261,-0.001146479
73.4375,13.75,0.058252358,-0.0017682
73.4375,12.5,0.058280398,-0.001526646
71.25,1.25,0.057238026,-0.000262876
73.4375,11.25,0.057867521,-0.001346555
72.34375,5,0.058089765,-0.000599609
71.25,0,0.050619704,-0.003466804
73.4375,10,0.0582636,-0.001221625
74.53125,20,0.05899116,-0.002220485
74.53125,17.5,0.058708141,-0.002321357
73.4375,8.75,0.058115167,-0.001040644
72.34375,2.5,0.057716579,-0.000741685
74.53125,15,0.059058474,-0.001920954
73.4375,7.5,0.05761213,-0.000464025
73.4375,6.25,0.056881919,-0.000447723
74.53125,12.5,0.058911455,-0.001770403
73.4375,5,0.058475931,-0.000766799
72.34375,0,0.051018359,-0.003762976
74.53125,10,0.059012841,-0.001406511
75.625,20,0.059138204,-0.002828959
73.4375,3.75,0.05825069,-0.000723493
75.625,18.75,0.059908979,-0.00228411
75.625,17.5,0.059338191,-0.002638267
75.625,16.25,0.059430811,-0.002470163
73.4375,2.5,0.058419894,-0.000534094
74.53125,7.5,0.058792229,-0.00136231
75.625,15,0.059294893,-0.001613319
75.625,13.75,0.059052068,-0.001628567
73.4375,1.25,0.05863148,-0.000682392
75.625,12.5,0.059264543,-0.001694138
75.625,11.25,0.059258778,-0.001866392
74.53125,5,0.058620875,-0.000765698
73.4375,0,0.051414509,-0.004062992
75.625,10,0.059196358,-0.001731605
76.71875,20,0.059705099,-0.002539242
75.625,8.75,0.059145393,-0.001694862
76.71875,17.5,0.059912432,-0.002217387
74.53125,2.5,0.058696191,-0.000421933
75.625,7.5,0.059332929,-0.001560531
76.71875,15,0.059780433,-0.002106901
75.625,6.25,0.059252797,-0.000929154
76.71875,12.5,0.059566138,-0.001866554
75.625,5,0.059485413,-0.000874452
74.53125,0,0.051808155,-0.00436685
76.71875,10,0.059383454,-0.001648358
77.8125,20,0.060463867,-0.003057393
75.625,3.75,0.059124749,-0.000432053
77.8125,18.75,0.060563664,-0.002485182
77.8125,17.5,0.060672512,-0.002303492
77.8125,16.25,0.0608126,-0.002317334
75.625,2.5,0.059301613,-0.000309276
76.71875,7.5,0.059846716,-0.001472633
77.8125,15,0.060842823,-0.002216125
77.8125,13.75,0.060596068,-0.001883813
75.625,1.25,0.058909274,-3.07647E-05
77.8125,12.5,0.06013689,-0.001545569
76.71875,5,0.0596135,-0.001217944
77.8125,11.25,0.059873138,-0.001752869
75.625,0,0.052199296,-0.004674551
77.8125,10,0.060306735,-0.001387396
78.90625,20,0.060845172,-0.00318923
77.8125,8.75,0.060106124,-0.00166608
78.90625,17.5,0.060965161,-0.001887648
76.71875,2.5,0.059480015,-0.000671283
77.8125,7.5,0.060491315,-0.001028202
78.90625,15,0.060780833,-0.002268462
77.8125,6.25,0.06028695,-0.001268549
78.90625,12.5,0.061092394,-0.002257648
77.8125,5,0.060242883,-0.000992232
76.71875,0,0.052587932,-0.004986095
78.90625,10,0.061141482,-0.001285596
77.8125,3.75,0.060291036,-0.000787544
80,20,0.061578442,-0.002886907
80,18.75,0.061582717,-0.002396063
80,17.5,0.061239988,-0.002409723
77.8125,2.5,0.060299386,-0.000205952
80,16.25,0.061392321,-0.002262506
78.90625,7.5,0.060939187,-0.001194437
80,15,0.061716035,-0.001928144
80,13.75,0.061143114,-0.002210805
77.8125,1.25,0.060571541,-0.00021012
80,12.5,0.061207733,-0.001979945
78.90625,5,0.060524821,-0.001027098
80,11.25,0.061175049,-0.001508159
77.8125,0,0.052974063,-0.005301482
80,10,0.061934489,-0.00124808
80,8.75,0.061345538,-0.001429148
78.90625,2.5,0.060283294,-0.000477333
80,7.5,0.060990111,-0.001491253
80,6.25,0.06169955,-0.001094105
80,5,0.061088811,-0.00112674
78.90625,0,0.053357689,-0.005620712
80,3.75,0.061121814,-0.001332024
80,2.5,0.061098486,-0.0006238
80,1.25,0.061183069,-0.000776087
80,0,0.055454315,-0.004894184
